,news_title,time,news_theme
114,114,114,【#全国已采集544人次血浆# 用于245例患者临床治疗】截止目前，全国已采集了544人次的血浆，用于245例患者的临床治疗。对超过48小时的157例患者进行检测，其中91例临床指标和症状都有改善。多部门进一步出台政策，激励和鼓励更多的治愈出院患者献出血浆，使更多重症和危重症看到康复希望。 展开全文c
115,115,115,【惋惜！#23岁伊朗女足国脚因新冠肺炎去世#，成足坛首个新冠肺炎死亡案例】据伊朗媒体Rokna报道，23岁的伊尔哈姆-谢赫是伊朗室内五人制女足国家队成员，她在10天前被确诊患有新冠肺炎，而目前已经不幸因病去世，成为足坛首个患因冠肺炎去世的运动员。截止至27日晚，伊朗确诊病例达139例，19人死 展开全文c
116,116,116,【#检察日报评孙杨案#】检察日报整版刊文谈孙杨被禁赛事件：1、无视规则将会承担相应后果；2、商业比赛不能与国家荣誉捆绑；3、观察孙杨事件的三双慧眼。O网页链接
117,117,117,【#韩国釜山一幼儿园4名教职工确诊#，70余名幼儿被检测】据朝鲜日报28日报道，韩国釜山水营区幼儿园中累计确诊新冠肺炎病例4例，其中有3名教师，1名行政职员。据了解，这所幼儿园共有70多名学生。釜山市保健当局正对幼儿园学生进行检测。如果出现确诊病例，将是釜山市年龄最小的感染者。 展开全文c
118,118,118,【萌萌哒！#广东阳江发现60只黑脸琵鹭#】#待疫情结束再看大好河山#近日，广东阳江海陵大堤湿地发现60只全球濒危鸟类黑脸琵鹭，这是近5年来阳江地区首次发现数量如此众多的黑脸琵鹭。黑脸琵鹭因长嘴像乐器琵琶而得名，是仅次于朱鹮的第二种最濒危水禽，被列入濒危物种红皮书。（央视） 展开全文c
119,119,119,#加拿大将停止为哈里夫妇提供安保# 据英国广播公司（BBC）报道，加拿大联邦政府证实，随着英国王子哈里和梅根夫妇身份的转变，加拿大将很快停止为他们提供安全保障。加拿大联邦公共安全部长比尔·布莱尔在27日的一份声明中说，哈里夫妇选择移居加拿大，“这给我们的政府带来了前所未有的特殊情况。”同 展开全文c
120,120,120,#如果电视剧没有特效# 如果没有了破产级特效，来康康《三生三世枕上书》里@Dear-迪丽热巴 @深情的高伟光 领衔的神仙们是什么样的#没有特效的枕上书#真的是十分考验演员的演技和信念感了！给主演们点赞快来说说你因为什么对枕上书真香了？
121,121,121,#杨幂回复前线支援医护粉丝# 有前线医护工作者发博称：忙到睡不着的时候会看《三生三世十里桃花》，胸前防护服还写着“我大幂幂”，@杨幂 暖心回复了这位前线医护粉丝，叮嘱粉丝一定要健健康康，早日回家，太有爱了所有医护工作者都要平安归来啊，我们一起再看几遍《三生》
122,122,122,【教育部：#两年内找到工作按应届办理就业手续#】28日教育部副部长翁铁慧表示，#今年研究生毕业答辩可适当延长时间#；在学校保留档案的毕业生，两年内找到工作按应届办理就业手续。#民民小调查# 你是在毕业前还是毕业后找到工作的？ 你是在毕业前还是毕业后找到工作的？
123,123,123,像极了新学期开学的你。 #接到开学通知后的你#
124,124,124,"#4月8日将出现年度最大满月#【年度“第二大满月”“金星东大距”等天象将现身3月天宇】3月，天象精彩。天文专家介绍，“月合毕宿五”“年度第二大满月”“三星会月”“水星西大距”“金星东大距”等天象将轮番上演。
3月2日，一轮上弦月将“合”恒星毕宿五，同时“遮掩”恒星毕宿一。如果天气晴朗 展开全文c"
125,125,125,【#安徽中小学线上教学一律采用电子教材#】3月2日起，安徽中小学校启动线上教育教学。要求一律采用电子教材；推广使用的线上教育资源一律不得向学生收取费用。同时，严禁各类搭车收费行为，学习空间不得发送与教育教学无关的内容，禁止进行商业宣传和误导学生参加校外培训等活动。O网页链接
126,126,126,#表面配角实际主角的角色#当然非我朝优秀的民间剪纸艺人——岳绮罗殿下莫属咯
127,127,127,"【告别拖延症| 如何自律提高效率】
比不可抗力更可怕的是拖延不自律
ti姐总结了2年全职博主的经验
教你如何对抗拖延症 学会自律
宅在家也能高效办公/学习
一个月跟同事同学们悄悄拉开距离！
#不出门还坚持发自拍的女生# #接到开学通知后的你# #2020元气来# L叫我Tina小姐姐的微博视频"
128,128,128,"#第一次和现在上网课的区别#
第一次上网课，现在上网课👍🏻"
129,129,129,#易烊千玺读工作室写的信# 在最新一期的#朋友请听好#中，广播小站的每位成员都收到了一封特别的听众来信，@TFBOYS-易烊千玺 收到的是工作室写给他的信。从这封信中，我们看到了身边人视角中的他，话虽不多，但其实心思细腻，不仅总能照顾到身边人的情绪，还在不经意间带给大家感动，是很温柔的弟弟啊 展开全文c
130,130,130,"日本特别想按期举办本届奥运会，时不时就来个声明，不过有意义吗？

通过下面这些话题你们感受下他们的急迫心态：
#东京奥运会已耗资250亿美元#
#东京奥运会可能会取消#
#日本官员称东京奥运会将如期举行#
#东京奥组委称奥运会将如期举行#
#国际奥委会全力支持东京奥运会举办#
展开全文c"
131,131,131,瓦妮莎更新IG怀念科比和Gigi，她写道：“我太想念你们俩了。”#瓦妮莎怀念科比Gigi# L新浪NBA的微博视频
132,132,132,#新型冠状病毒感染肺炎#【国家卫健委：#未发现新冠肺炎出院患者传染他人现象#】在28日的#国务院联防联控机制#新闻发布会上，针对记者提问关于出院病例出现复检核酸阳性的情况，国家卫生健康委医政医管局监察专员郭燕红表示，通过监测发现，新冠肺炎患者出院后没有再发生传染别人的现象。要进一步加强对 展开全文c
133,133,133,#10年前和10年后# 是真实的我了。
134,134,134,#王一博水下憋气##王一博撩发#戳视频来收获“出水耶啵”@UNIQ-王一博 现场展示水下憋气，技能满点，撩头发的瞬间有没有撩到你 L新浪综艺的微博视频
135,135,135,【注意科学防护！#女子穿火龙充气服逛商场被拦#，自称是防护服】2月26日，太原一商场恢复营业，一名女子穿着“火龙”造型的充气服想要进到里面，被门口的保安拦截。保安称现在不让做活动，女子解释说这是她的防护服。围观者也劝解她是逛街的，但女子最后仍未能进入商场。此前有专家提醒，自制防护服不 展开全文c
136,136,136,【中国发布丨 2月24日佳音日报：重磅！我国即日起全面禁止食用野生动物，钟南山院士宣布一个好消息】我国即日起全面禁止食用野生动物，国家药监局审批通过两种新型冠状病毒检测产品，上海12例新冠肺炎患者治愈出院，武汉N95口罩日供应30万只、保障6万多医护人员需要 ……2月24日，全国战“疫”，还有这 展开全文c
137,137,137,"没钱没活动没男朋友，可能都因为没有一个好发型。而女孩对理发师说“剪短一点点”，结果......哈哈哈哈哈太惨了

#你和理发师的代沟# #不出门还坚持发自拍的女生#"
138,138,138,【分析治愈出院病例发现：近40%患者接受了中西医结合治疗】国家卫健委医政医管局监察专员郭燕红：①目前已有3.6万治愈患者出院。②分析8400多份治愈出院病例发现，轻型和普通型占比90.8%，重型占比7.2%；采用抗病毒治疗的占85%，接受中西医结合治疗的病人接近40%。（总台央视记者李雯婷 史迎春） 展开全文c
139,139,139,#阿乐时光机# 快来看@金裕贞 和田径队员玩丢手绢，美女跑步+不小心摔倒+“护花使者”假装绑鞋带，全程高甜。#原来丢手绢是这样玩的#！阿乐学到了！ L新浪娱乐的微博视频
140,140,140,【#江苏一患者出院后复查转阳#：社区曾为其举办欢迎仪式，多人被隔离】近日，网曝江苏徐州一新冠患者出院后，社区和邻居为其举办了欢迎回家仪式，但患者复查时转阳性。徐州市疾病预防控制中心工作人员称，事情属实，目前该患者居住单元已被隔离封闭，参加过欢迎仪式的也被隔离。 展开全文c
141,141,141,#黄晓明为baby庆生# @黄晓明 发文：媳妇儿，生日快乐 热评第一却是19个“哈”，仍然有不少网友认为两人已离婚，也有网友表示祝福。明星夫妻的婚姻生活一直以来都备受关注，晒恩爱多了被指作秀、不晒又被猜测离婚，普通人也常常陷入朋友圈秀恩爱与否的问题中，你觉得在社交网络秀恩爱有必要吗？ 展开全文c
142,142,142,"#被迫进入富愁者联盟的我#
我只有一个朴素的愿望，那就是一夜暴富！

王耀庆/毛不易/王源
敖子逸/秋瓷炫/秦岚/柯佳嬿
#人类普遍拥有的一个愿望#
L吃瓜少女芒果酱的微博视频"
143,143,143,"#不能打扰每一个追剧的女孩#
最近在追的剧《我在北京等你》太甜了！李易峰的徐天太苏了！"
144,144,144,#木兰花眼妆#彩妆博主 Annalie 把眼妆画成了一个个小故事~ 眉毛上的镂空爱心有被惊艳到！
145,145,145,"#接受不了长辈的哪些观念# “还是你们这代人幸福啊 你怎么就不知足” ……

一般而言，你的确比你的长辈幸福，但是你比长辈幸福不等于你比同辈人幸福，也不等于你在同辈人中的幸福，排名要高于你长辈当年的排名。一个是横向比较，一个是纵向比较，一码归一码。"
146,146,146,"【#日本北海道宣布进入紧急状态# 呼吁居民本周末避免外出】日本放送协会(NHK)28日最新消息，北海道知事铃木直道就道内新冠疫情进一步加重的情况发表“紧急状态宣言”：即日起至3月19日，北海道进入“紧急状态”，呼吁居民周末尽量避免外出。

据报道，铃木直道在当日下午商讨有关新冠肺炎对策的会议上 展开全文c"
147,147,147,#武汉日记#【#武汉居民现在这样买菜#】随着武汉市社区封闭管理措施的推进，总台记者发现目前在武汉街头，所有超市、药店都不再对个人开放，武汉市民所有的物资采买，均通过社区登记、团购、跑腿代买的方式完成。社区工作人员是如何完成这项工作的？记者带你看↓↓↓致敬每一位一线社区工作者！（总台央 展开全文c
148,148,148,"#动漫里的小天使#
盘点动漫里的小天使
说说你心目中的小天使有哪些？"
149,149,149,【#撒哈拉以南非洲首现确诊病例#，#尼日利亚确诊首例新冠肺炎#】28日，尼日利亚宣布首例确诊的新型冠状病毒病例，也成为撒哈拉以南非洲地区首例确诊的新型冠状病毒病例。尼卫生部长奥萨吉·埃哈尼尔在社交媒体上说，该病例是一名在尼日利亚工作的意大利公民，本周初从米兰返回。目前该患者临床稳定，无 展开全文c
150,150,150,#孙杨遭禁赛8年# 国际体育仲裁法庭（CAS）公布了“世界反兴奋剂机构（WADA）诉孙杨和国际泳联案听证会”的裁决书，孙杨被禁赛八年，即日起生效，不服判决可上诉。看到这个消息，你的反应是？ 孙杨遭禁赛八年你怎么看？
151,151,151,"【多次抢救新冠肺炎患者，天津一医生确诊感染】#天津医生多次抢救新冠肺炎患者确诊#在连续多日新冠肺炎确诊病例零新增后，2月27日，天津新增一例确诊病例：天津市海河医院呼吸与危重症医学科41岁的副主任。

据天津当地媒体报道，该患者是天津市第136例确诊病例。作为天津市海河医院呼吸与危重症医学科 展开全文c"
